failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift,failToRecourse_old,failToRecourse_new,entropy,avg_score,acc_withoutRecourse,avg_score_on_last_train,balanced_acc,cohen_acc
0.0,0.0,0.3966497289766773,0.0,0.0,0.0,1.173913043478261,tensor(0.),0.0,0.0,0.30355408787727356,0.20273707807064056,0.0,0.0,0.0,0.0
0.793939393939394,0.932,0.3003405537508794,0.07985455422386187,0.07284752408760257,0.08541448031024154,0.8939393939393939,tensor(1.5807),0.8152173913043478,0.7671232876712328,0.3397592008113861,-0.5720057487487793,0.6857142857142857,0.7143113315105438,0.9370370370370371,0.864606562599554
0.5675675675675675,0.9339999999999999,0.13309483042993386,0.0907648482136343,0.1022450929227563,0.078906133898717,0.7857142857142857,tensor(0.9186),0.5054945054945055,0.6276595744680851,0.38658979535102844,-1.3310234546661377,0.8215821094793057,0.7201257571578026,0.9367545511613309,0.8687343767869689
0.3640776699029126,0.9219999999999999,0.07000048041342805,0.10159752133153874,0.15284351195145554,0.0483219865286549,0.6835016835016835,tensor(0.6313),0.18811881188118812,0.5333333333333333,0.4100777208805084,-1.909773826599121,0.8536471498135594,0.5399697870016098,0.9224581026840913,0.8443323420617015
0.3247422680412371,0.9015000000000001,0.030950041979224865,0.1131944569399396,0.15025390624817128,0.0703702044059829,0.5772870662460567,tensor(0.6436),0.2111111111111111,0.4230769230769231,0.43336808681488037,-2.448174476623535,0.8562300272853093,0.5601218044757843,0.8983121901152292,0.8017279800748646
0.20930232558139536,0.8884000000000001,0.04372401971939827,0.11341764681224456,0.1612693305203661,0.05838821054790474,0.5015015015015015,tensor(0.6246),0.09,0.3130434782608696,0.43845170736312866,-2.8927292823791504,0.8600120865460417,0.3487997055053711,0.8811845895779784,0.7728032559545749
0.3147208121827411,0.8776666666666666,0.026093574958112705,0.12868954230512852,0.160325409035446,0.09402470961126999,0.4367816091954023,tensor(0.5778),0.22340425531914893,0.39805825242718446,0.44969630241394043,-3.292764186859131,0.8508394615027182,0.43725307285785675,0.8656240880836137,0.7476034664794337
0.20098039215686275,0.885,0.031768929293641404,0.1380629358619797,0.18247771173716568,0.07061827619966024,0.3774104683195592,tensor(0.5248),0.09876543209876543,0.2682926829268293,0.46152108907699585,-3.659271240234375,0.8707495685416151,0.3867740035057068,0.8601132460614745,0.7504087094479955
0.16972477064220184,0.8933333333333333,0.024645385597745633,0.14214125716627773,0.18494004902639852,0.08568327641462914,0.35135135135135137,tensor(0.5788),0.0851063829787234,0.23387096774193547,0.4376964569091797,-3.9756991863250732,0.8643309207221705,0.23585975170135498,0.8623358855687707,0.7582645221462442
0.29439252336448596,0.8913333333333333,0.05507345754453767,0.14922496829440343,0.1894393167881969,0.09381853259184357,0.3020833333333333,tensor(0.4872),0.15555555555555556,0.3951612903225806,0.46862858533859253,-4.299522876739502,0.8616438226395623,0.33398526906967163,0.8472102426203847,0.7387273253375587
