failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift,failToRecourse_old,failToRecourse_new,entropy,avg_score,acc_withoutRecourse
0.0,0.0,0.38244070231127814,0.0,0.0,0.0,1.1645021645021645,tensor(0.),0.0,0.0,0.29715898633003235,0.20381523668766022,0.0
0.3727810650887574,0.9271428571428572,0.39084683208502174,0.09445419172155771,0.07101500431841147,0.10172215680780464,1.0576131687242798,tensor(2.3594),0.37209302325581395,0.375,0.27484551072120667,-0.1251494139432907,0.9271428571428572
0.43258426966292135,0.8885749822316986,0.4003259890525079,0.07437109562976554,0.08680071675863432,0.0711094220002042,1.0833333333333333,tensor(1.2403),0.425531914893617,0.4594594594594595,0.3130602240562439,-0.06051698327064514,0.853369652945924
0.43103448275862066,0.8732818410583087,0.3865824001175688,0.04760410264672115,0.08298983248996977,0.03993307030307985,1.109704641350211,tensor(1.1476),0.42657342657342656,0.45161290322580644,0.3359801769256592,0.007301208563148975,0.8045452858719953
0.4523809523809524,0.8604452071888049,0.3916835924970308,0.04683242707048764,0.09401324590351663,0.03486117453076386,1.11864406779661,tensor(0.5814),0.47761194029850745,0.35294117647058826,0.3448374271392822,0.26492998003959656,0.769040630667306
0.4491017964071856,0.8434947472868899,0.39312891447867276,0.04012934742064036,0.09019841269702915,0.03004349254482103,1.1929824561403508,tensor(0.8319),0.4748201438848921,0.32142857142857145,0.3157375454902649,0.7023982405662537,0.7328479288346714
0.4024390243902439,0.835887110435555,0.38993174741789016,0.032121910330344665,0.0723543020940543,0.023114658442946974,1.2123893805309736,tensor(0.7914),0.40298507462686567,0.4,0.2893352806568146,1.1825034618377686,0.7053860603356821
0.48295454545454547,0.8254072667802843,0.4007220675824977,0.04001377173145663,0.07827526112362113,0.030852570046008804,1.304147465437788,tensor(0.6580),0.4859154929577465,0.47058823529411764,0.2960423529148102,1.5020747184753418,0.6420569356876745
0.45348837209302323,0.8319058227627261,0.39505789719864376,0.039358499525661235,0.06919443714506969,0.03200761634406786,1.2935779816513762,tensor(0.6154),0.4492753623188406,0.47058823529411764,0.3089054822921753,1.672007441520691,0.6173247002204758
0.45180722891566266,0.830192901021843,0.38627016398053854,0.034013433795313776,0.06760890636467184,0.025990634375765573,1.4038461538461537,tensor(1.0967),0.4925373134328358,0.28125,0.2741979956626892,2.1366162300109863,0.6003314793583376
0.4915254237288136,0.8345542545872685,0.3961018585180426,0.028891043399518836,0.05804424068908522,0.022210102353993205,1.4752475247524752,tensor(0.7923),0.5208333333333334,0.36363636363636365,0.2870140075683594,2.3405919075012207,0.5924789978756204
0.3855421686746988,0.8424121200754855,0.3970641667372411,0.028982149765851943,0.03698224900840747,0.027428173653988648,1.564102564102564,tensor(0.8160),0.37410071942446044,0.4444444444444444,0.28096556663513184,2.7085087299346924,0.592325610642422
0.4397590361445783,0.8356170484076169,0.39407757403097327,0.03327399417401534,0.05681880738084098,0.02870054124894848,1.617801047120419,tensor(0.6712),0.43884892086330934,0.4444444444444444,0.3136327564716339,2.997786283493042,0.5842048575396156
0.4161490683229814,0.8349297092248904,0.3872612594238196,0.023821960626026414,0.04898490166536453,0.020455088233438914,1.6595744680851063,tensor(0.7208),0.4507042253521127,0.15789473684210525,0.2919381260871887,3.3071911334991455,0.5860754736336937
0.48520710059171596,0.8344637674860725,0.39874064107588914,0.028674840379132954,0.04622057114833379,0.02473340810489218,1.7173913043478262,tensor(1.0154),0.4855072463768116,0.4838709677419355,0.2901400625705719,3.5697834491729736,0.5851671425003219
0.3855421686746988,0.8428447378350569,0.37805703063776597,0.03874634700851504,0.07247348177078139,0.03219503306188777,1.8089887640449438,tensor(0.5346),0.37410071942446044,0.4444444444444444,0.32274794578552246,3.753385305404663,0.5953091384235312
0.40963855421686746,0.8387893166754105,0.39819802845899255,0.030413283117036102,0.050612162833600455,0.026831921465163003,1.9585798816568047,tensor(0.6541),0.3829787234042553,0.56,0.3141593635082245,3.9066383838653564,0.5909334902118161
0.42592592592592593,0.8266500672002198,0.3892835399641317,0.032822201326868305,0.04087069964770435,0.03155743730502263,2.1847133757961785,tensor(0.6742),0.44285714285714284,0.3181818181818182,0.3177209496498108,4.015783786773682,0.5836186268008778
0.4550898203592814,0.8264701440072075,0.38949717159208874,0.028175199719988626,0.04712465436853582,0.0249948716670856,2.2467532467532467,tensor(0.5322),0.4405594405594406,0.5416666666666666,0.3332154154777527,4.176409721374512,0.5838291343466596
0.47093023255813954,0.8148955322345803,0.3977807907786283,0.0314303157172294,0.0529246928385274,0.02760254992850508,2.4722222222222223,tensor(0.9830),0.4794520547945205,0.4230769230769231,0.3207288384437561,4.322628974914551,0.5836974089162331
0.40606060606060607,0.8117540322608814,0.40272169773632843,0.029728831271391934,0.0336566147676037,0.029124556887359355,2.5714285714285716,tensor(0.5649),0.40559440559440557,0.4090909090909091,0.3369428217411041,4.535409450531006,0.5879108965868978
