failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift,failToRecourse_old,failToRecourse_new,entropy,avg_score,acc_withoutRecourse
0.0,0.0,0.3840786752563932,0.0,0.0,0.0,1.11864406779661,tensor(0.),0.0,0.0,0.18475934863090515,0.289739191532135,0.0
0.8109756097560976,0.9014285714285715,0.286255535313706,0.10124725726350058,0.09467500909373211,0.10248550691867428,0.8181818181818182,tensor(4.3708),0.8115942028985508,0.8076923076923077,0.22202634811401367,-1.8962663412094116,0.9014285714285715
0.6983240223463687,0.9021428571428571,0.02957045222402623,0.06387420993066661,0.13456109073633496,0.046078911266302515,0.7543859649122807,tensor(1.4673),0.7062937062937062,0.6666666666666666,0.2871168255805969,-3.1632637977600098,0.918821961620469
0.5666666666666667,0.87,0.03936674866549208,0.05628451604479544,0.11183468810682265,0.04141897704228111,0.6447368421052632,tensor(1.2694),0.5774647887323944,0.5263157894736842,0.32696422934532166,-4.256324291229248,0.8972061477640588
0.3954802259887006,0.8400000000000001,0.042696408041263276,0.0669355844669691,0.1384944672048197,0.044672820948526655,0.5432098765432098,tensor(1.8197),0.4222222222222222,0.30952380952380953,0.36960920691490173,-5.271941184997559,0.8779818053433661
0.30319148936170215,0.8162857142857143,0.04570225461149602,0.06521428844791613,0.12534227455356647,0.045171626412699346,0.4749262536873156,tensor(1.9268),0.20567375886524822,0.5957446808510638,0.3773632049560547,-5.9465155601501465,0.8700600631223252
0.2620320855614973,0.8016666666666665,0.04612937160394692,0.06309385645003741,0.12985807465304833,0.03737726869776656,0.42857142857142855,tensor(0.8492),0.24444444444444444,0.3076923076923077,0.40678131580352783,-6.547985076904297,0.8653900230294032
0.24210526315789474,0.7816666666666666,0.038865364607356075,0.07167036152327155,0.17151533425402896,0.037919948205832436,0.36239782016348776,tensor(0.9301),0.2323943661971831,0.2708333333333333,0.43712297081947327,-7.175360679626465,0.8683924448648073
0.11702127659574468,0.7533333333333332,0.04864829004455912,0.07392603251162243,0.16798676221859854,0.03299884477652594,0.3157894736842105,tensor(1.8351),0.08396946564885496,0.19298245614035087,0.43851932883262634,-7.4735612869262695,0.8656226681628071
0.14130434782608695,0.7276190476190475,0.05052669410290167,0.0719121443075224,0.1666659871103973,0.024920401128860865,0.2594458438287154,tensor(1.0464),0.0975609756097561,0.22950819672131148,0.4592950940132141,-7.850732326507568,0.8586416650535645
0.09230769230769231,0.7290476190476189,0.06854175127654956,0.07363946797869508,0.17070812115456513,0.0401675186077054,0.24069478908188585,tensor(0.6652),0.041379310344827586,0.24,0.46791714429855347,-7.827813148498535,0.8683105748290698
0.12307692307692308,0.7288095238095238,0.03711588951253453,0.0798993606638219,0.1569202851640964,0.04566783866369993,0.2345679012345679,tensor(1.2876),0.08148148148148149,0.21666666666666667,0.4603695571422577,-7.5555901527404785,0.8579102048633005
0.29797979797979796,0.7245238095238096,0.021603684152205094,0.0767297070110545,0.17114269480495325,0.03949641605008032,0.2285012285012285,tensor(1.1797),0.24647887323943662,0.42857142857142855,0.453581839799881,-7.14696741104126,0.8462235935311775
0.1377551020408163,0.7209523809523809,0.05443448447457311,0.09370705078681307,0.1862063293239837,0.05387159506642574,0.2106537530266344,tensor(0.9237),0.12408759124087591,0.1694915254237288,0.45350074768066406,-7.483028411865234,0.8448649043563139
0.17412935323383086,0.7178571428571429,0.051369358208100485,0.07586164695380655,0.14853326888483737,0.03870623122967045,0.20481927710843373,tensor(1.1741),0.10526315789473684,0.3088235294117647,0.4475012719631195,-7.220107555389404,0.8391516777216885
0.2777777777777778,0.7204761904761904,0.06750722368195503,0.08882616981551217,0.1792403099354506,0.054920867270535266,0.21359223300970873,tensor(1.3893),0.2013888888888889,0.48148148148148145,0.4430611729621887,-7.227716445922852,0.8401945608671749
0.24120603015075376,0.743095238095238,0.04160639021647771,0.08372968999522745,0.17666494302623315,0.04642469406024628,0.21359223300970873,tensor(1.2264),0.14084507042253522,0.49122807017543857,0.440005898475647,-7.5394182205200195,0.8589018936575997
0.2663316582914573,0.7445238095238095,0.03025645584326763,0.09265136874116021,0.17634656606508187,0.05565566557623837,0.19331742243436753,tensor(1.2570),0.17391304347826086,0.47540983606557374,0.4457131028175354,-7.454555511474609,0.8653101669240476
0.271356783919598,0.735,0.050835822602026244,0.09178738557633613,0.1767047439518766,0.051530267531635456,0.15473441108545036,tensor(0.8805),0.15555555555555556,0.515625,0.4621015787124634,-7.759881496429443,0.8451451474654313
0.2474747474747475,0.7185714285714284,0.05729291743526903,0.09001469882460221,0.16157641255350677,0.06249096277502357,0.13122171945701358,tensor(0.6925),0.22377622377622378,0.3090909090909091,0.4628594219684601,-7.9383111000061035,0.82913967981996
0.135,0.7188095238095237,0.022801745320526114,0.10610299229348458,0.17750001112061123,0.07013607303470647,0.1210762331838565,tensor(1.0503),0.09022556390977443,0.22388059701492538,0.47429966926574707,-8.522327423095703,0.8286506412957922
0.13930348258706468,0.7266666666666666,0.019981827043125126,0.09577916038851568,0.2001233844468005,0.05447623836544463,0.13378684807256236,tensor(1.5475),0.1111111111111111,0.21052631578947367,0.4524478018283844,-7.987217903137207,0.8267666367132932
0.35609756097560974,0.715,0.08674930907204866,0.11748854205128646,0.21913242977918973,0.07135230932372756,0.13122171945701358,tensor(1.3003),0.3333333333333333,0.40625,0.44718658924102783,-7.260821342468262,0.8202950265346878
0.15841584158415842,0.7202380952380952,0.054912511177605636,0.09589625870203011,0.20428065456381478,0.057343419905556366,0.13378684807256236,tensor(1.0184),0.1342281879194631,0.22641509433962265,0.42295828461647034,-7.870972156524658,0.821397243077322
0.43842364532019706,0.7092857142857143,0.043987700137457855,0.09110156020241486,0.20127476909169648,0.054135549325090127,0.12612612612612611,tensor(1.9167),0.3881578947368421,0.5882352941176471,0.4404573142528534,-6.973100662231445,0.8128541528412954
0.10294117647058823,0.7264285714285714,0.03353823040876947,0.10778123761346961,0.1635934891830061,0.08226706546739582,0.1210762331838565,tensor(2.0319),0.05714285714285714,0.203125,0.4359326958656311,-8.357699394226074,0.8373403670959085
