failToRecourse,acc,jsd,avgRecourseCost,avgNewRecourseCost,avgOriginalRecourseCost,t_rate,model_shift,failToRecourse_old,failToRecourse_new,entropy,avg_score,acc_withoutRecourse,avg_score_on_last_train,balanced_acc,cohen_acc
0.0,0.0,0.3851000082671475,0.0,0.0,0.0,1.0491803278688525,tensor(0.),0.0,0.0,0.04214108735322952,3.4442954063415527,0.0,0.0,0.0,0.0
0.9401197604790419,0.95,0.30821415818390296,0.5437950409560035,0.45716882185921104,0.629389995539739,0.8867924528301887,tensor(2.0262),0.9285714285714286,0.9518072289156626,0.017330259084701538,1.0929123163223267,0.9557142857142857,2.046901226043701,0.9509797643442623,0.900143792938169
0.6777777777777778,0.915,0.06373637613825239,0.5395445548336262,0.6752211688570339,0.3844855673783029,0.6891891891891891,tensor(1.4484),0.6428571428571429,0.7083333333333334,0.017934855073690414,-2.322554588317871,0.8937670865719646,4.90120530128479,0.9142328005820956,0.8297204708221404
0.7040816326530612,0.9119999999999999,0.0421302236949251,0.6086238859106045,0.668241814894639,0.5274573078961958,0.6286644951140065,tensor(1.5984),0.7590361445783133,0.6637168141592921,0.026273734867572784,-4.4783501625061035,0.9021334762798177,1.9490559101104736,0.9092576212384571,0.8223151039614568
0.46601941747572817,0.8580000000000001,0.08463110220608391,1.0487035721051214,1.0958794568426937,0.9801862157005539,0.44508670520231214,tensor(1.5840),0.38095238095238093,0.5245901639344263,0.016105273738503456,-7.659508228302002,0.8352668706632121,6.129809856414795,0.8450497328151854,0.706800667031948
0.6018518518518519,0.8708,0.09138581426242842,0.6932167666501519,0.7878716269878533,0.5680280803970625,0.4164305949008499,tensor(1.9055),0.6236559139784946,0.5853658536585366,0.04418662190437317,-10.222768783569336,0.8383308145285039,0.5698049068450928,0.8568461817674553,0.7308753805957269
0.4413145539906103,0.8483333333333334,0.06757563776677686,0.8676942266582562,0.8905452790128956,0.8345995991101569,0.33689839572192515,tensor(1.4582),0.3563218390804598,0.5,0.01791592501103878,-11.54236125946045,0.8149030907112363,4.64018714427948,0.8231071198551587,0.674293064262266
0.5728155339805825,0.8616666666666667,0.051744937776732884,0.8165148415356389,0.9131417206919636,0.6512320219261362,0.2853470437017995,tensor(1.5125),0.6052631578947368,0.5538461538461539,0.02057354338467121,-13.529084205627441,0.8092235350430151,3.152969002723694,0.8206412650280223,0.6834888305032403
0.5066079295154186,0.8883333333333332,0.07719859229045016,0.9565590623363669,1.0330993839446942,0.8103474223409717,0.2594458438287154,tensor(1.6498),0.5256410256410257,0.4966442953020134,0.02212759666144848,-15.542113304138184,0.8456269683060994,1.1186867952346802,0.8390400020586677,0.7277755349478073
0.45089285714285715,0.9119999999999999,0.06971595058726787,1.1003834744440864,1.1406097594059057,1.0220480774131762,0.24688279301745636,tensor(1.4784),0.39473684210526316,0.4797297297297297,0.020341238006949425,-14.864907264709473,0.8527819751513215,3.1358808279037476,0.8606762769878545,0.7709660524504481
0.5109170305676856,0.9353333333333332,0.052104356467341385,1.061422835477601,1.1409758420298988,0.9291428362104083,0.24069478908188585,tensor(1.5651),0.5,0.5174825174825175,0.02193368226289749,-15.390564918518066,0.8869201136520303,1.2915468215942383,0.8872372400621924,0.8194019892156699
0.49122807017543857,0.929,0.09757349285521519,1.2184822875579497,1.3403594572211828,1.0245867903664438,0.22249388753056235,tensor(1.7898),0.5795454545454546,0.4357142857142857,0.06360775232315063,-16.508893966674805,0.8851836868593524,3.706899642944336,0.8704006309118923,0.7867920905031303
0.4297872340425532,0.9336666666666666,0.11017268047213577,1.209321409734118,1.2322366029265408,1.1673562366588366,0.2315270935960591,tensor(2.4079),0.3614457831325301,0.46710526315789475,0.05403666943311691,-18.70406723022461,0.9002207631052255,-1.870937705039978,0.8847967087694608,0.7933960483594961
0.47863247863247865,0.9309999999999999,0.05304066070459508,1.0372619095062348,1.1041366248234197,0.9221751901231733,0.2345679012345679,tensor(2.1785),0.5581395348837209,0.43243243243243246,0.02671039290726185,-15.212825775146484,0.9081795965150674,1.7868146896362305,0.8850383234253888,0.7801711857775725
0.4827586206896552,0.9243333333333332,0.06371578079415799,1.003884249592963,1.2509017908239273,0.6834951614617129,0.19331742243436753,tensor(2.2261),0.5148514851485149,0.4580152671755725,0.04551544040441513,-17.46980094909668,0.9052768514098002,0.8365291357040405,0.8486112899370273,0.7417368093202206
0.4700854700854701,0.9209999999999999,0.036701895443220243,1.3956997806857805,1.5767213565433336,1.1162969136012968,0.25,tensor(1.9046),0.5,0.4507042253521127,0.04991552233695984,-18.009628295898438,0.9192565184058482,-0.11375975608825684,0.8859895949678591,0.7470071612587318
0.43043478260869567,0.9346666666666666,0.07235285093869505,1.208508658885481,1.2125405462828502,1.2025692118592493,0.21654501216545013,tensor(1.6485),0.4731182795698925,0.40145985401459855,0.03114261105656624,-15.53194522857666,0.9125009237026928,2.175788402557373,0.8842257013266617,0.7800669272129661
0.5286343612334802,0.9226666666666667,0.17040161154993527,1.330747732540042,1.3232894329672078,1.3423122869338753,0.22549019607843138,tensor(1.9007),0.550561797752809,0.5144927536231884,0.036729246377944946,-13.467806816101074,0.9069843267211972,-0.15304231643676758,0.8724617492105051,0.7421418428354973
